entity_id,unit_number,split,duration,event_observed,landmark_cycle,time_after_landmark,is_model_eligible,true_rul,true_event_time,total_cycles_available,has_full_window,mean_op_setting_1_first_30,slope_op_setting_1_first_30,mean_op_setting_2_first_30,slope_op_setting_2_first_30,mean_op_setting_3_first_30,slope_op_setting_3_first_30,mean_sensor_1_first_30,slope_sensor_1_first_30,mean_sensor_2_first_30,slope_sensor_2_first_30,mean_sensor_3_first_30,slope_sensor_3_first_30,mean_sensor_4_first_30,slope_sensor_4_first_30,mean_sensor_5_first_30,slope_sensor_5_first_30,mean_sensor_6_first_30,slope_sensor_6_first_30,mean_sensor_7_first_30,slope_sensor_7_first_30,mean_sensor_8_first_30,slope_sensor_8_first_30,mean_sensor_9_first_30,slope_sensor_9_first_30,mean_sensor_10_first_30,slope_sensor_10_first_30,mean_sensor_11_first_30,slope_sensor_11_first_30,mean_sensor_12_first_30,slope_sensor_12_first_30,mean_sensor_13_first_30,slope_sensor_13_first_30,mean_sensor_14_first_30,slope_sensor_14_first_30,mean_sensor_15_first_30,slope_sensor_15_first_30,mean_sensor_16_first_30,slope_sensor_16_first_30,mean_sensor_17_first_30,slope_sensor_17_first_30,mean_sensor_18_first_30,slope_sensor_18_first_30,mean_sensor_19_first_30,slope_sensor_19_first_30,mean_sensor_20_first_30,slope_sensor_20_first_30,mean_sensor_21_first_30,slope_sensor_21_first_30,risk_group
train_11,11,train,240,1,30,210,True,,,240,True,0.0003133333333333,3.608453837597332e-05,-8.33333333333333e-05,1.8464961067853127e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.179,6.674082321244853e-06,1584.256,-0.0949054505005405,1398.4126666666666,0.1389721913236888,14.62,8.741445436359153e-17,21.608,0.0001379310344828,554.427,0.0002736373748591,2388.027666666667,0.000335928809786,9053.343,0.0034416017797364,1.2999999999999996,1.7230004472950286e-17,47.22799999999999,0.0036173526140158,522.3323333333333,0.0059510567297056,2388.0113333333334,-0.0005116796440051,8137.687,0.037777530589583,8.392656666666666,0.0006984427141267,0.03,3.676857118905996e-19,391.6,0.0124582869855366,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.976000000000006,-0.0081023359288098,23.414090000000005,1.8976640711853563e-05,Low sensor-3 (Q1)
train_12,12,train,170,1,30,140,True,,,170,True,-9e-05,-5.139043381535017e-06,3e-05,1.2680756395995583e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.5840000000001,0.006438264738602,1588.9666666666665,-0.0042981090100334,1407.323,0.0482691879866537,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.5990000000002,0.0062358175750839,2388.113666666666,0.0011946607341633,9047.542,0.1130144605117274,1.2999999999999996,1.7230004472950286e-17,47.50766666666666,-0.0024894327030033,521.4326666666667,0.0052992213570613,2388.1106666666665,-0.0003292547274379,8127.535000000001,-0.0551790878753341,8.429973333333333,0.0005472302558398,0.03,3.676857118905996e-19,392.73333333333335,-0.0106785317018921,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.86400000000001,0.0013348164627362,23.306536666666663,-0.0007552169076751,High sensor-3 (Q3)
train_13,13,train,163,1,30,133,True,,,163,True,-0.00044,1.4727474972191304e-05,7.000000000000001e-05,3.781979977753021e-07,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.5796666666666,0.0065606229143587,1590.462666666667,-0.1342558398220073,1407.130666666667,-0.0082447163514816,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.3449999999999,0.0069744160177973,2388.097333333333,1.3348164647946505e-05,9055.679,0.0831256952168938,1.2999999999999996,1.7230004472950286e-17,47.51233333333332,-0.0003670745272532,521.6013333333333,0.0114482758620715,2388.097666666667,-0.0006874304783024,8134.952,0.0375706340379387,8.42845,0.0006993325917686,0.03,3.676857118905996e-19,392.6666666666667,0.0151279199110123,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.836666666666666,-0.000631813125695,23.32148,-0.0010664738598441,High sensor-3 (Q3)
train_14,14,train,180,1,30,150,True,,,180,True,0.00042,-7.341490545050011e-06,-2.333333333333333e-05,-8.209121245828694e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.6273333333334,0.0040088987764176,1589.4153333333336,-0.078852057842042,1407.6386666666667,0.0919733036707595,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.5543333333333,0.0029121245828698,2388.1019999999994,-0.0005650723025328,9058.533,0.0080734149054969,1.2999999999999996,1.7230004472950286e-17,47.48100000000001,0.0018442714126814,521.5356666666667,0.0011412680756461,2388.0986666666663,0.0011167964405025,8139.497,-0.0795439377084699,8.431679999999998,-0.0005881201334816,0.03,3.676857118905996e-19,393.2,-0.0235817575083404,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.867333333333335,-0.0011701890989987,23.306523333333327,0.0006227141268076,High sensor-3 (Q3)
train_15,15,train,207,1,30,177,True,,,207,True,-0.0002833333333333,1.1679644048943244e-05,-4.333333333333334e-05,1.2347052280311455e-05,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.0640000000001,-0.0008320355951076,1583.121,-0.0219733036707222,1395.978,0.0553459399332618,14.62,8.741445436359153e-17,21.608,4.004449388220544e-05,554.7316666666668,0.012500556173537,2387.9986666666664,0.0001779755283599,9057.092333333334,-0.0858264738598012,1.2999999999999996,1.7230004472950286e-17,47.14666666666667,0.0008320355951062,522.5316666666666,0.0008209121245786,2388.0023333333334,0.0004694104560823,8141.285666666668,-0.0097819799777733,8.392956666666667,-0.0003206896551723,0.03,3.676857118905996e-19,391.3666666666667,0.0095661846496165,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,39.04333333333332,0.0002625139043382,23.416046666666663,-0.0015999999999998,Low sensor-3 (Q1)
train_16,16,train,209,1,30,179,True,,,209,True,0.0003266666666666,-9.076751946607332e-06,-3.333333333333328e-06,-3.448275862068965e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.7606666666668,-0.0045027808676311,1590.6483333333335,-0.0184538375973321,1408.8516666666667,-0.0690344827586214,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.0303333333333,0.0052836484983374,2388.1220000000003,6.229143495419329e-05,9056.550666666668,0.1737041156842184,1.2999999999999996,1.7230004472950286e-17,47.592,0.0032880978865408,521.2903333333333,0.0012836484983358,2388.1066666666666,0.0009788654060518,8137.855666666667,-0.0135550611789694,8.45328,0.0003854949944382,0.03,3.676857118905996e-19,393.2,0.0302558398220233,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.83399999999998,0.0004182424916575,23.287213333333327,-0.0006737708565071,High sensor-3 (Q3)
train_17,17,train,276,1,30,246,True,,,276,True,-0.0001333333333333,1.1123470522802812e-06,0.00011,-5.005561735261401e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.047,0.0081802002224656,1584.7820000000004,-0.0364137931034457,1397.507,-0.1154505005561885,14.62,8.741445436359153e-17,21.60833333333333,-2.2246941046814938e-06,554.6086666666667,-0.0052547274749698,2388.0186666666664,0.0002714126807669,9062.083333333332,0.005690767519433,1.2999999999999996,1.7230004472950286e-17,47.20166666666668,-0.001830923248053,522.3599999999999,0.0022691879866591,2387.9993333333337,0.0006540600667971,8143.721,0.0148186874304296,8.398933333333334,0.0007738820912125,0.03,3.676857118905996e-19,391.9333333333333,0.0489432703003387,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,39.043,-0.0047363737486104,23.418166666666664,-0.0017706340378194,Low sensor-3 (Q1)
train_18,18,train,195,1,30,165,True,,,195,True,0.0006466666666666,-4.44938820912128e-06,6.000000000000002e-05,-5.962180200222465e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.1426666666666,0.0049699666295972,1584.097,0.0613815350389307,1398.483,-0.0141023359287932,14.62,8.741445436359153e-17,21.609666666666666,3.337041156850487e-05,554.4713333333333,0.0186384872080145,2388.0153333333333,0.0006718576195939,9059.305,-0.0058353726361801,1.2999999999999996,1.7230004472950286e-17,47.23533333333334,-0.002407119021134,522.2010000000001,0.0098754171301506,2388.011333333334,0.0001957730812017,8142.574,-0.0016952169077711,8.396786666666667,-0.000166896551724,0.03,3.676857118905996e-19,391.8666666666667,0.0084538375973302,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,39.01166666666666,0.001822024471635,23.403676666666662,-0.0026121690767519,Low sensor-3 (Q1)
train_19,19,train,158,1,30,128,True,,,158,True,0.0003533333333333,-3.737486095661774e-06,-8.666666666666667e-05,-1.1790878754171305e-05,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.6730000000001,-0.0139199110122328,1590.090333333333,-0.0784983314794026,1408.9280000000003,0.0186473859844366,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.3259999999999,0.0027675194660732,2388.133,0.0002691879866578,9046.041,0.0190233592880514,1.2999999999999996,1.7230004472950286e-17,47.544,-0.0008587319243602,521.4256666666666,-0.0038197997775261,2388.128,0.0008186874304665,8126.105,0.080674082313661,8.437330000000001,0.0008401557285873,0.03,3.676857118905996e-19,393.03333333333336,0.0024471635150143,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.82366666666667,0.0028676307007788,23.28665,0.0022303670745269,High sensor-3 (Q3)
train_20,20,train,234,1,30,204,True,,,234,True,0.0003066666666666,-3.443826473859841e-05,-1.666666666666666e-05,-5.717463848720799e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.6473333333332,0.0016551724137959,1588.428,0.1499132369299398,1406.283333333333,0.0155372636262292,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.467,0.0011056729699654,2388.084666666666,0.0003159065628448,9056.273333333334,-0.0458420467184045,1.2999999999999996,1.7230004472950286e-17,47.516666666666666,-0.0015394883203562,521.3836666666667,-0.0033081201334746,2388.089333333334,0.001187986651843,8136.996333333332,0.1840333704116996,8.440636666666666,0.0002903893214682,0.03,3.676857118905996e-19,392.6666666666667,0.0320355951056772,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.83866666666666,-0.0006807563959955,23.30713,0.0008337486095662,High sensor-3 (Q3)
train_21,21,train,195,1,30,165,True,,,195,True,0.0003033333333333,6.340378197997751e-06,-8e-05,-1.0678531701891064e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.4396666666668,0.0109121245828825,1587.3449999999998,-0.1062714126807679,1404.9043333333334,0.0426006674082443,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.5759999999999,0.016591768631822,2388.0916666666667,0.0014705228031381,9045.719333333333,-0.0547897664070996,1.2999999999999996,1.7230004472950286e-17,47.41266666666665,-0.0005739710789764,521.751,0.0034060066740871,2388.0880000000006,0.0007519466073937,8127.706333333334,-0.025577308120052,8.427380000000001,-0.0004779532814238,0.03,3.676857118905996e-19,392.3333333333333,0.0004449388209129,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.88466666666666,-0.0009254727474976,23.34524666666667,-0.0012970856507227,Mid sensor-3 (Q2)
train_22,22,train,202,1,30,172,True,,,202,True,0.0002033333333333,3.848720800889865e-06,2.3333333333333343e-05,-2.068965517241385e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.703,0.007899888765307,1590.707,-0.0311345939933083,1410.8473333333338,0.0494549499444026,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.2566666666667,-0.0068209121245778,2388.132666666667,0.0004226918798631,9044.259666666669,-0.0602202447163528,1.2999999999999996,1.7230004472950286e-17,47.60333333333335,0.00070745272525,521.094,0.0014282536151191,2388.1456666666663,-0.0001134593993258,8127.088666666666,-0.0348342602891974,8.441773333333332,0.0001090545050056,0.03,3.676857118905996e-19,393.3666666666667,0.0042269187986622,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.807,-0.0004516129032256,23.28542666666667,-0.0010636262513902,High sensor-3 (Q3)
train_23,23,train,168,1,30,138,True,,,168,True,0.0005666666666666,-1.97552836484983e-05,0.0001033333333333,-8.654060066740819e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.5880000000001,0.0048275862068983,1588.6643333333334,0.0132347052280233,1406.560666666667,-0.102820912124572,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.6403333333333,0.0131101223581774,2388.094,-0.0009655172413729,9052.736,0.0811924360400496,1.2999999999999996,1.7230004472950286e-17,47.48233333333334,-0.0007007786429361,521.5583333333333,0.0035305895439378,2388.089333333334,0.0003159065628763,8132.004,0.0551279199110333,8.435486666666666,-0.0002630478309232,0.03,3.676857118905996e-19,393.1,-0.0309232480533872,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.849,-0.0003359288097885,23.30610333333333,9.078976640757632e-05,High sensor-3 (Q3)
train_24,24,train,147,1,30,117,True,,,147,True,-0.0001766666666666,-2.965517241379309e-05,-0.0001133333333333,2.2246941045605629e-07,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.3583333333333,-0.0043670745272544,1587.2889999999998,0.0807185761957825,1400.505666666667,-0.0056351501668397,14.62,8.741445436359153e-17,21.60933333333333,8.8987764184468e-06,554.159,0.0004694104560694,2388.036,0.0003426028921591,9064.139333333333,-0.0108342602891143,1.2999999999999996,1.7230004472950286e-17,47.27533333333333,0.0023181312569521,522.0636666666666,-0.0095773081201324,2388.025333333334,0.0010144605116808,8143.905,0.0111879866518542,8.411733333333334,-0.0002383537263625,0.03,3.676857118905996e-19,392.0,0.0293659621801985,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.94100000000001,0.0016974416017799,23.38348,-0.0010604671857615,Mid sensor-3 (Q2)
train_25,25,train,230,1,30,200,True,,,230,True,0.0003233333333333,1.5372636262513885e-05,0.00015,-7.007786429365969e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.4470000000001,-0.0102046718576131,1587.857666666667,-0.0325139043381645,1406.578666666667,0.0345717463848744,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.5776666666666,-0.0127942157953256,2388.1066666666666,-0.0004716351502034,9046.807,-0.0203181312569356,1.2999999999999996,1.7230004472950286e-17,47.44066666666666,-0.0009477196885418,521.5116666666665,0.0091635150166937,2388.1070000000004,-0.0002691879866632,8128.112333333334,-0.0357975528364724,8.430546666666666,-0.0001894104560622,0.03,3.676857118905996e-19,392.73333333333335,0.0155728587319299,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.864,0.004364849833148,23.33153666666667,-0.0010516351501666,Mid sensor-3 (Q2)
train_26,26,train,199,1,30,169,True,,,199,True,-0.00017,-0.0001092102335928,1.6666666666666667e-05,-4.204671857619582e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.591,-0.0018309232480543,1589.6646666666668,0.0296017797552993,1408.8823333333337,-0.016616240266954,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.3096666666667,0.0033615127919931,2388.1153333333336,-0.0008320355951143,9046.253666666667,0.1779421579533058,1.2999999999999996,1.7230004472950286e-17,47.495333333333335,-0.0007919911012232,521.4493333333334,0.0065984427141286,2388.1146666666677,-0.000796440489401,8127.316666666667,0.0457085650723294,8.438886666666667,0.0002604671857619,0.03,3.676857118905996e-19,393.1666666666667,0.014905450500562,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.84433333333333,0.0017330367074529,23.30129333333333,-0.000181001112347,High sensor-3 (Q3)
train_27,27,train,156,1,30,126,True,,,156,True,-3.3333333333333926e-06,3.819799777530589e-05,-0.0001133333333333,-1.9577308120133483e-06,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.4709999999999,0.000193548387109,1587.833,0.004945494994459,1404.245333333333,-0.1616818687430408,14.62,8.741445436359153e-17,21.610000000000003,1.864025390388843e-16,553.7223333333333,-0.0001179087875368,2388.06,0.0004315906563147,9064.016333333331,0.1605539488320627,1.2999999999999996,1.7230004472950286e-17,47.41599999999999,-0.0032969966629585,521.7496666666667,0.0031968854282579,2388.066,-0.0004093437152184,8143.690333333333,0.1345383759732067,8.429043333333334,0.0002836262513905,0.03,3.676857118905996e-19,392.8,-0.0137931034482734,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,38.87066666666667,0.0009121245828694,23.3327,-0.0015705005561737,Mid sensor-3 (Q2)
train_28,28,train,165,1,30,135,True,,,165,True,0.0001933333333333,-2.860956618464964e-05,0.0001533333333333,1.414905450500556e-05,100.0,2.125032876280732e-16,518.67,6.134530142535191e-15,642.027,-0.0133770856507162,1584.9073333333336,-0.0464382647385781,1397.1130000000005,0.0203670745272601,14.62,8.741445436359153e-17,21.60933333333333,8.898776418154506e-06,554.6843333333333,-0.0055995550611799,2387.996333333333,0.0001268075639945,9062.071333333331,0.029904338153562,1.2999999999999996,1.7230004472950286e-17,47.17366666666667,0.0047230255839829,522.4046666666667,-0.0011212458286982,2387.991333333333,0.0004983314794445,8144.774666666667,0.1046985539488711,8.394186666666666,0.0005263181312569,0.03,3.676857118905996e-19,391.26666666666665,-0.0284760845383708,2388.0,-4.808713592318001e-15,100.0,2.125032876280732e-16,39.03666666666666,-0.0025761957730806,23.45517333333333,-3.928809788613534e-05,Low sensor-3 (Q1)
